timestamp,phone_accel_x,phone_accel_y,phone_accel_z,phone_gyro_x,phone_gyro_y,phone_gyro_z,watch_accel_x,watch_accel_y,watch_accel_z,watch_gyro_x,watch_gyro_y,watch_gyro_z
1763596072.779545,-0.02671455005481839,0.01663607750236988,-0.10986556534171103,-0.052614565938711166,0.16206832230091095,-0.013778897002339363,,,,,,
1763596072.789291,,,,,,,-0.004849851131439209,-0.01628836989402771,0.0071694813668727875,0.04505033418536186,0.03826193884015083,0.02135605365037918
1763596072.789597,0.03654445467367768,0.02577975342273712,-0.09530176406875251,-0.0204626377671957,0.10838600993156433,-0.012195348739624023,,,,,,
1763596072.799322,,,,,,,-0.006229221820831299,-0.009386718273162842,0.004227042198181152,0.047686681151390076,0.032463438808918,0.024063291028141975
1763596072.79965,0.015324264251440763,0.01361526837646961,-0.02729600320458412,0.00668269582092762,0.040068745613098145,-0.018385333940386772,,,,,,
1763596072.809352,,,,,,,-0.002398371696472168,-0.012314587831497192,0.009461522102355957,0.03927375376224518,0.042957890778779984,0.02011595293879509
1763596072.809703,-0.003772942667454481,0.0032721535384654995,0.021040303810685872,0.024448756128549576,-0.00791366770863533,-0.03312990069389343,,,,,,
1763596072.819383,,,,,,,-0.0045986175537109375,-0.014797121286392212,0.013026237487792969,0.024283528327941895,0.05613201484084129,0.031147632747888565
1763596072.819756,-0.03121098469123244,0.04668108715415001,0.031105770751088856,0.027624577283859253,-0.028445573523640633,-0.052148330956697464,,,,,,
1763596072.829413,,,,,,,-0.004828512668609619,-0.009177744388580322,0.007201671600341797,0.025248922407627106,0.055966366082429886,0.03935602679848671
1763596072.829809,-0.043092561142891644,0.07535597749650477,0.01302563192024827,0.020965270698070526,-0.023747509345412254,-0.06560038030147552,,,,,,
1763596072.839444,,,,,,,-0.004038512706756592,-0.004081934690475464,0.00772678479552269,0.03377214074134827,0.05503426119685173,0.05868152156472206
1763596072.839861,-0.03386171839572489,0.0667939008563757,-0.04891059977188706,0.01672658510506153,0.002156525617465377,-0.06311725080013275,,,,,,
1763596072.849475,,,,,,,-0.00481414794921875,-0.002714216709136963,0.006306048482656479,0.047969188541173935,0.07009763270616531,0.07873699069023132
1763596072.849914,-0.009030570934712887,0.029798925936222076,-0.11133753759041427,0.011963235214352608,0.035562679171562195,-0.05344955623149872,,,,,,
1763596072.859505,,,,,,,-0.003930509090423584,0.0074007511138916016,-0.005437612533569336,0.07434229552745819,0.06864514201879501,0.06407728791236877
1763596072.859967,-0.02264861579015851,-0.0518184500426054,-0.0798994661450386,0.004318098071962595,0.0477953776717186,-0.03729162737727165,,,,,,
1763596072.869536,,,,,,,0.004255831241607666,0.017213881015777588,-0.018796324729919434,0.08658431470394135,0.04045957699418068,0.0478767454624176
1763596072.87002,-0.11050203661434352,-0.14888006339073181,-0.05162146616578102,-0.0023320349864661694,0.04289810359477997,-0.02726655639708042,,,,,,
1763596072.879566,,,,,,,0.004393517971038818,0.010467767715454102,-0.015589229762554169,0.05696577578783035,0.028965109959244728,0.028263427317142487
1763596072.880073,-0.1561250660829246,-0.11711889747083186,-0.04159107053875923,0.0005724083166569471,0.042224325239658356,-0.02804020419716835,,,,,,
1763596072.889597,,,,,,,-0.007763803005218506,0.005082577466964722,-0.0009008646011352539,0.014667589217424393,0.03398197144269943,0.028614699840545654
1763596072.890125,-0.11081344065107404,-0.04078150772154331,0.025528116749227045,0.004416017327457666,0.035497743636369705,-0.03406067192554474,,,,,,
1763596072.899628,,,,,,,-0.015622377395629883,0.012336164712905884,0.004788994789123535,-0.01319864485412836,0.036234740167856216,0.009250455535948277
1763596072.900178,-0.11640417333021759,-0.05977496200501919,0.08028057441711425,0.003917207010090351,0.014896063134074211,-0.03206436708569527,,,,,,
1763596072.909658,,,,,,,-0.014097034931182861,0.015585094690322876,0.0014766380190849304,-0.004506886005401611,0.019608626142144203,-0.007591641508042812
1763596072.910231,-0.08576609315611422,-0.03815934252440929,0.0031409283742308614,0.008048558607697487,0.007639878895133734,-0.019826268777251244,,,,,,
1763596072.919689,,,,,,,-0.00308835506439209,0.006342440843582153,-0.0005226209759712219,-0.009832637384533882,0.014259666204452515,-0.006940765306353569
1763596072.920284,0.013172054653614759,0.0519447067707777,-0.07579027726054191,0.020063942298293114,0.019217705354094505,-0.0008331353310495615,,,,,,
1763596072.929719,,,,,,,0.0022663474082946777,0.015609145164489746,-0.006723172962665558,0.0038853054866194725,0.012475615367293358,-0.0036983659956604242
1763596072.930337,0.023594591403380036,0.046970425489544866,-0.02217120753675699,0.023348810151219368,0.021264242008328438,0.017166584730148315,,,,,,
1763596072.93975,,,,,,,0.0025464892387390137,0.03066849708557129,-0.017810583114624023,0.043357301503419876,0.021077625453472137,-0.006255866959691048
1763596072.940389,-0.04322597826421261,-0.03953706061840057,0.08339139991402626,0.02083238959312439,0.01677255518734455,0.020673967897892,,,,,,
1763596072.949781,,,,,,,-0.003035604953765869,0.032389700412750244,-0.01733112335205078,0.06318986415863037,0.019782263785600662,-0.013250392861664295
1763596072.950442,-0.04769340600185096,-0.07806640549898147,0.1492716930568218,0.008414430543780327,0.023685414344072342,0.02510085701942444,,,,,,
1763596072.959811,,,,,,,-0.006052136421203613,0.030713438987731934,-0.003633745014667511,0.0523328073322773,0.01681044138967991,0.004751111380755901
1763596072.960495,-0.036852789970487354,-0.06342354764044285,0.10040697825327514,-0.0017476589418947697,0.04754867032170296,0.02389737404882908,,,,,,
1763596072.969842,,,,,,,-0.010270237922668457,-0.002254962921142578,-0.011932969093322754,0.05101427435874939,0.04034985601902008,-0.030956018716096878
1763596072.970548,-0.053794353225454686,-0.0634299773812294,-0.009066957422345876,-0.009905957616865635,0.06998294591903687,0.02344014123082161,,,,,,
1763596072.979872,,,,,,,-0.00860220193862915,0.011841833591461182,-0.011807434260845184,0.05041838064789772,0.010080368258059025,-0.03689686581492424
1763596072.980601,-0.025509119787812232,-0.03243687322437763,-0.06275310103297234,-0.013351023197174072,0.07203038036823273,0.02983066439628601,,,,,,
1763596072.989903,,,,,,,0.00022166967391967773,0.01342707872390747,-0.0031413957476615906,0.018147524446249008,-0.006253331433981657,-0.04734843969345093
1763596072.990653,0.004766118423268199,0.045213352689146995,-0.04575622739419341,-0.008895305916666985,0.05868987366557121,0.03215363249182701,,,,,,
1763596072.999933,,,,,,,-0.004625439643859863,-0.016507863998413086,0.006331928074359894,-0.029035445302724838,0.0032176682725548744,-0.02582956850528717
1763596073.000706,0.06765884712263942,0.08230652728676796,-0.059048547426611184,0.002579989144578576,0.04232022166252136,0.03171101585030556,,,,,,
1763596073.009964,,,,,,,-0.005703151226043701,-0.020157814025878906,0.003241308033466339,-0.034612368792295456,0.0029968922026455402,-0.019894979894161224
1763596073.010759,0.095600673950091,0.0469862075805664,-0.10576236780658364,0.013968357816338539,0.021837621927261353,0.025456739589571953,,,,,,
1763596073.019995,,,,,,,0.0025810599327087402,-0.00477522611618042,-0.009991757571697235,-0.018018599599599838,0.004142584279179573,-0.027060147374868393
1763596073.020812,0.049969972631707785,0.011442600512504578,-0.09694090957790613,0.025369616225361824,-0.003457348793745041,0.01282802876085043,,,,,,
1763596073.030025,,,,,,,0.009784102439880371,0.0022911131381988525,-0.016464002430438995,-0.003886534133926034,0.0018583908677101135,-0.025731230154633522
1763596073.030865,0.07592004112005234,0.022524551019072532,-0.020776246047019956,0.03439664840698242,-0.03516807779669762,0.007311985362321138,,,,,,
1763596073.040056,,,,,,,0.007772207260131836,0.00503888726234436,-0.009378202259540558,-0.009317465126514435,-0.003041559364646673,-0.025259651243686676
1763596073.040917,0.014384279987588525,0.01981236945092678,0.09524097379222511,0.03758551925420761,-0.07213568687438965,0.0012319886591285467,,,,,,
1763596073.050086,,,,,,,-0.0017964839935302734,0.003892838954925537,0.0016981437802314758,-0.014394247904419899,0.008109362795948982,-0.020331738516688347
1763596073.05097,-0.08236497947573661,0.005288754057884216,0.13949483379945157,0.03696216270327568,-0.08521763980388641,-0.0010340935550630093,,,,,,
1763596073.060117,,,,,,,-0.011746883392333984,0.0031040608882904053,0.006121888756752014,-0.017432665452361107,0.024433474987745285,-0.013003184460103512
1763596073.061023,-0.08257160796374081,0.02279343108832836,0.041778994326293464,0.03190961480140686,-0.06464498490095139,0.004471992142498493,,,,,,
1763596073.070148,,,,,,,-0.0053806304931640625,0.012175887823104858,-0.0004183053970336914,-0.017320014536380768,0.006948224268853664,-0.014683905057609081
1763596073.071076,-0.10040858568847179,0.027477789512276647,-0.05480477237701416,0.017790446057915688,-0.03596910461783409,0.01790979504585266,,,,,,
1763596073.080178,,,,,,,0.003992140293121338,0.013418316841125488,-0.003892548382282257,-0.013962502591311932,-0.01652594283223152,-0.018817130476236343
1763596073.081129,-0.12896452582627535,0.029645196679234504,-0.09535203295126557,0.01485884003341198,-0.0011432148749008775,0.02746921218931675,,,,,,
1763596073.090209,,,,,,,0.0027017593383789062,-0.0008649826049804688,0.002164125442504883,-0.032862693071365356,0.002575846388936043,-0.02440124750137329
1763596073.091181,-0.07024360291883348,0.041915480187535284,-0.06875745601430534,0.015544301830232143,0.01578449457883835,0.03229944407939911,,,,,,
1763596073.100239,,,,,,,-0.0021810531616210938,-0.0062284767627716064,0.002568364143371582,-0.03310364484786987,-0.006529235281050205,-0.04179462045431137
1763596073.101234,-0.0826598707690835,-0.021225158858299255,0.002998597294092178,0.011246493086218834,0.0018186108209192753,0.03223526105284691,,,,,,
1763596073.11027,,,,,,,0.0006065964698791504,-0.010379105806350708,-0.0008990839123725891,-0.03820173442363739,-0.025693608447909355,-0.05453465133905411
1763596073.111287,-0.11320946894213557,-0.0775549488455057,-0.0059514557503163815,0.012965420261025429,-0.005912381689995527,0.023665420711040497,,,,,,
1763596073.120301,,,,,,,-0.0017909407615661621,-0.011262238025665283,0.00023186951875686646,-0.07048740237951279,-0.011153548024594784,-0.03545176610350609
1763596073.12134,-0.06635068713352084,-0.07095803479850292,-0.026345424481481312,0.018004387617111206,-0.005761646665632725,0.009144267998635769,,,,,,
1763596073.130331,,,,,,,-0.009556055068969727,-0.0006541907787322998,-0.002040974795818329,-0.04487205296754837,0.002059193328022957,-0.030459940433502197
1763596073.131393,-0.07465688931643963,-0.08760989439189433,0.03470437976494431,0.020802605897188187,-0.02405981719493866,-0.0024852778296917677,,,,,,
1763596073.140362,,,,,,,-0.010037481784820557,0.0069709718227386475,-0.009566903114318848,-0.024078989401459694,-0.007874930277466774,-0.03015979938209057
1763596073.141445,-0.08597147953510284,-0.12204700152277946,0.07053557160273194,0.02358880452811718,-0.04475843906402588,-0.0013001711340621114,,,,,,
1763596073.150392,,,,,,,-0.005658447742462158,0.007449984550476074,-0.006212592124938965,-0.015887105837464333,-0.0103833619505167,-0.026368791237473488
1763596073.151498,-0.05743460942395031,-0.10692308214902878,0.046033290769904846,0.02347368374466896,-0.047651249915361404,0.009959773160517216,,,,,,
1763596073.160423,,,,,,,-0.009093642234802246,-0.003202199935913086,0.0023309066891670227,-0.015967871993780136,0.011427395045757294,-0.025732629001140594
1763596073.161551,-0.03972235405743122,-0.03120996177792549,0.044518502292782064,0.014498830772936344,-0.03444889560341835,0.013396049849689007,,,,,,
1763596073.170454,,,,,,,-0.012922465801239014,-0.011057347059249878,0.004395730793476105,-0.0032411585561931133,0.030926793813705444,-0.0213629137724638
