timestamp,phone_accel_x,phone_accel_y,phone_accel_z,phone_gyro_x,phone_gyro_y,phone_gyro_z,watch_accel_x,watch_accel_y,watch_accel_z,watch_gyro_x,watch_gyro_y,watch_gyro_z
1763596374.243069,4.746003271478414,3.185782245957851,-2.615198572991788,-1.0566480159759521,-1.9969667196273804,-3.647552728652954,,,,,,
1763596374.250604,,,,,,,-0.06770247220993042,0.5333002209663391,0.7503714561462402,-1.3341647386550903,-3.501689910888672,2.0060760974884033
1763596374.253121,4.836068450067937,2.7999288251817225,-2.394596796953678,-1.0378583669662476,-1.9758031368255615,-3.541734457015991,,,,,,
1763596374.260634,,,,,,,-0.09228760004043579,0.5066713094711304,0.721196174621582,-1.2688934803009033,-3.4104301929473877,1.9426465034484863
1763596374.263174,5.024317524033784,2.503630587646365,-2.114483386021852,-1.022969365119934,-1.9357531070709229,-3.4534478187561035,,,,,,
1763596374.270665,,,,,,,-0.12437617778778076,0.5248644948005676,0.7357532978057861,-1.2331029176712036,-3.3305656909942627,1.8671921491622925
1763596374.273227,5.267966705921292,2.2776082478642463,-2.190444051413238,-0.9864363670349121,-1.8617843389511108,-3.371055841445923,,,,,,
1763596374.280695,,,,,,,-0.17298585176467896,0.5576962232589722,0.7481684684753418,-1.1808220148086548,-3.221050977706909,1.8224992752075195
1763596374.28328,5.539392368006706,2.0842776328504082,-2.3526551594115794,-0.9057219624519348,-1.7957282066345215,-3.2542829513549805,,,,,,
1763596374.290726,,,,,,,-0.22774368524551392,0.581510066986084,0.7232580184936523,-1.1681888103485107,-3.0772390365600586,1.7249037027359009
1763596374.293333,5.7490171152174465,1.9161691373765468,-2.38720727122426,-0.8054960370063782,-1.7710926532745361,-3.076354742050171,,,,,,
1763596374.300756,,,,,,,-0.293506920337677,0.5514674186706543,0.68989098072052,-1.1624418497085571,-2.9686155319213867,1.6286824941635132
1763596374.303385,5.869367834216356,1.652389606130123,-2.273615963357687,-0.7187010049819946,-1.769893765449524,-2.8485870361328125,,,,,,
1763596374.310786,,,,,,,-0.36110931634902954,0.5048957467079163,0.6638075113296509,-1.1705524921417236,-2.7861440181732178,1.5487548112869263
1763596374.313438,5.954532673543691,1.3197592414975166,-2.1687956987068056,-0.6538043022155762,-1.7227156162261963,-2.6225216388702393,,,,,,
1763596374.320817,,,,,,,-0.41406548023223877,0.5110044479370117,0.6315884590148926,-1.1583068370819092,-2.612596035003662,1.43569815158844
1763596374.323491,5.984504617959261,0.9564391395688057,-2.174505600786209,-0.6244882941246033,-1.633973240852356,-2.434302568435669,,,,,,
1763596374.330848,,,,,,,-0.4425792694091797,0.5353952050209045,0.5777078866958618,-1.0675731897354126,-2.454806089401245,1.3601528406143188
1763596374.333544,5.919053948405384,0.43087855741679665,-2.1795789585277436,-0.6208837032318115,-1.5343574285507202,-2.290210247039795,,,,,,
1763596374.340878,,,,,,,-0.4562590718269348,0.5277743339538574,0.5213609337806702,-0.9350627064704895,-2.3089210987091064,1.2866358757019043
1763596374.343596,5.847883147639036,-0.12271569456458091,-2.1703329912766813,-0.6280139684677124,-1.4381530284881592,-2.178445339202881,,,,,,
1763596374.350909,,,,,,,-0.46788549423217773,0.4895845055580139,0.4667001962661743,-0.7833187580108643,-2.2445313930511475,1.205891728401184
1763596374.353649,5.818271268707513,-0.5151572615593671,-2.1518048164173957,-0.6461820006370544,-1.3765047788619995,-2.0755159854888916,,,,,,
1763596374.36094,,,,,,,-0.49237698316574097,0.4485631585121155,0.42917612195014954,-0.7050574421882629,-2.1768171787261963,1.1187217235565186
1763596374.363702,5.849874029195308,-0.8690577932357788,-2.1088708068370816,-0.6429428458213806,-1.3337376117706299,-1.9659675359725952,,,,,,
1763596374.37097,,,,,,,-0.5296571254730225,0.4196990132331848,0.41044318675994873,-0.6760018467903137,-2.097416639328003,1.0327732563018799
1763596374.373755,5.873786819702387,-1.1705085912287234,-2.298407582525909,-0.6051546931266785,-1.2925853729248047,-1.8483495712280273,,,,,,
1763596374.381001,,,,,,,-0.5622080564498901,0.3966946601867676,0.3932076394557953,-0.6741223335266113,-1.995725154876709,0.9726701378822327
1763596374.383808,5.947154253730178,-1.3884920014619826,-2.496991003501415,-0.5391683578491211,-1.273069143295288,-1.7223306894302368,,,,,,
1763596374.391031,,,,,,,-0.5896621942520142,0.3742215037345886,0.3771158456802368,-0.6789453029632568,-1.8790339231491089,0.9109183549880981
1763596374.39386,6.035660220178961,-1.5841571969032286,-2.5015745318993923,-0.4597579836845398,-1.2922114133834839,-1.5782549381256104,,,,,,
1763596374.401062,,,,,,,-0.6074653267860413,0.3489413261413574,0.35867297649383545,-0.6887297034263611,-1.7773076295852661,0.8562231659889221
1763596374.403913,6.137918817648291,-1.7566776636004446,-2.309663720555603,-0.3975962996482849,-1.340022087097168,-1.4248312711715698,,,,,,
1763596374.411092,,,,,,,-0.620487630367279,0.31841981410980225,0.3386223316192627,-0.703831672668457,-1.699337363243103,0.8000730872154236
1763596374.413966,6.215342249068618,-1.9028028753250836,-2.069302474297583,-0.3593650162220001,-1.3838768005371094,-1.2327041625976562,,,,,,
1763596374.421123,,,,,,,-0.6366593837738037,0.28219151496887207,0.3179962635040283,-0.6798092126846313,-1.6294901371002197,0.761612594127655
1763596374.424019,6.443525566276907,-1.9010452180027961,-1.9837959819257258,-0.33077219128608704,-1.3779758214950562,-1.042829990386963,,,,,,
1763596374.431153,,,,,,,-0.6468709111213684,0.2569654583930969,0.29607391357421875,-0.6198683977127075,-1.545554518699646,0.7378937005996704
1763596374.434072,6.277974354070425,-2.166225263696909,-2.1845713599875567,-0.3044700026512146,-1.3455091714859009,-0.9198391437530518,,,,,,
1763596374.441184,,,,,,,-0.6511819958686829,0.24843090772628784,0.27762484550476074,-0.4942381680011749,-1.4731963872909546,0.7071675658226013
1763596374.444124,5.759337433701753,-2.63734230799973,-2.3034379779085516,-0.288759708404541,-1.305476188659668,-0.8617404699325562,,,,,,
1763596374.451214,,,,,,,-0.6421575546264648,0.24745988845825195,0.2887387275695801,-0.3891921639442444,-1.4163153171539307,0.6826273202896118
1763596374.454177,5.382095773926377,-2.9404174923241135,-2.3192121778845785,-0.2696076035499573,-1.2617100477218628,-0.83858722448349,,,,,,
1763596374.461243,,,,,,,-0.6189762949943542,0.25688737630844116,0.32578277587890625,-0.3153349757194519,-1.3535959720611572,0.6932257413864136
1763596374.46423,5.112731720545888,-3.019897856274247,-2.300415999738872,-0.22859251499176025,-1.231465220451355,-0.83058100938797,,,,,,
1763596374.471275,,,,,,,-0.5898959040641785,0.27557408809661865,0.34169721603393555,-0.21582704782485962,-1.2970949411392212,0.7016946077346802
1763596374.474283,4.809239479853213,-2.94467631881237,-2.2431737710818647,-0.17960739135742188,-1.2313716411590576,-0.8280739188194275,,,,,,
1763596374.481304,,,,,,,-0.5626431107521057,0.2970665693283081,0.33714601397514343,-0.13030573725700378,-1.2733988761901855,0.6662608981132507
1763596374.484335,4.496533712874353,-2.656065128648281,-2.1333608127102255,-0.12476418912410736,-1.235105276107788,-0.8076769709587097,,,,,,
1763596374.491335,,,,,,,-0.5437777042388916,0.2893446087837219,0.33168888092041016,-0.09434214234352112,-1.2446426153182983,0.6267089247703552
1763596374.494388,4.268324384441971,-2.190137469682097,-2.1388965272665024,-0.07166822254657745,-1.200674295425415,-0.7574825286865234,,,,,,
1763596374.501365,,,,,,,-0.5316328406333923,0.24737125635147095,0.3302730321884155,-0.10727062821388245,-1.1954172849655151,0.610016942024231
1763596374.504441,4.156292288716137,-1.6797914077967404,-2.2217542586952446,-0.025866644456982613,-1.1186987161636353,-0.6873987913131714,,,,,,
1763596374.511396,,,,,,,-0.5247961282730103,0.20950192213058472,0.33817410469055176,-0.16737470030784607,-1.1132813692092896,0.5925929546356201
1763596374.514494,4.110072681593895,-1.2615063744932413,-2.2967650760158893,0.020775219425559044,-1.0003232955932617,-0.6085051894187927,,,,,,
1763596374.521426,,,,,,,-0.5095975995063782,0.19966000318527222,0.3446096181869507,-0.266064316034317,-0.9959226250648499,0.5963420271873474
1763596374.524546,4.085168541961908,-1.0026444259047507,-2.3231422108098863,0.0649988129734993,-0.8931245803833008,-0.5388599038124084,,,,,,
1763596374.531457,,,,,,,-0.4728010892868042,0.20467421412467957,0.33745014667510986,-0.3850056231021881,-0.8689206838607788,0.6031224727630615
1763596374.534598,4.064269546318054,-0.7968278388053178,-2.180908745826781,0.09889819473028183,-0.8287705779075623,-0.4790383577346802,,,,,,
1763596374.541487,,,,,,,-0.42075687646865845,0.21642634272575378,0.3451120853424072,-0.4854593276977539,-0.7400569915771484,0.5854284763336182
1763596374.544651,4.001805783620476,-0.5576964266031981,-2.0008944162428377,0.14524127542972565,-0.805499255657196,-0.42933347821235657,,,,,,
1763596374.551518,,,,,,,-0.3539971709251404,0.23399555683135986,0.3432525396347046,-0.5613170862197876,-0.6360840201377869,0.5818502902984619
1763596374.554704,3.8762498971939086,-0.24122926126420496,-1.846687897132337,0.20373733341693878,-0.8238452672958374,-0.37996089458465576,,,,,,
1763596374.561548,,,,,,,-0.2833307981491089,0.22170394659042358,0.31254732608795166,-0.4849041700363159,-0.6428977251052856,0.6178414821624756
1763596374.564757,3.630179625639319,0.11038871243298053,-1.6480539150133728,0.26579463481903076,-0.8583211302757263,-0.31996768712997437,,,,,,
1763596374.571579,,,,,,,-0.23989301919937134,0.19334352016448975,0.29042351245880127,-0.4214833974838257,-0.6734204292297363,0.605046808719635
1763596374.57481,3.3515579145699737,0.34463001450598235,-1.5261851926669479,0.3284575045108795,-0.8745967745780945,-0.24929644167423248,,,,,,
1763596374.581609,,,,,,,-0.23363882303237915,0.18796682357788086,0.2904055118560791,-0.41582968831062317,-0.6358451247215271,0.5625904202461243
1763596374.584862,3.092974198400974,0.4428109872728586,-1.5307713514134287,0.3827265799045563,-0.8671653866767883,-0.1674094796180725,,,,,,
1763596374.59164,,,,,,,-0.23990869522094727,0.1928432583808899,0.2893482446670532,-0.3957473039627075,-0.5653469562530518,0.5322352051734924
1763596374.594915,2.779011709359288,0.4276432287573814,-1.57418613024801,0.43058571219444275,-0.8529395461082458,-0.09243457764387131,,,,,,
